id,amenities,24-Hour Check-in,Air Conditioning,Breakfast,Buzzer/Wireless Intercom,Cable TV,Carbon Monoxide Detector,Cat(s),Dog(s),Doorman,Dryer,Elevator in Building,Essentials,Family/Kid Friendly,Fire Extinguisher,First Aid Kit,Free Parking on Premises,Free Parking on Street,Gym,Hair Dryer,Hangers,Heating,Hot Tub,Indoor Fireplace,Internet,Iron,Kitchen,Laptop Friendly Workspace,Lock on Bedroom Door,Other pet(s),Paid Parking Off Premises,Pets Allowed,Pets live on this property,Pool,Safety Card,Shampoo,Smoke Detector,Smoking Allowed,Suitable for Events,TV,Washer,Washer / Dryer,Wheelchair Accessible,Wireless Internet,number_of_amenities
3075044,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Pets live on this property', 'Dog(s)', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', 'Hangers', 'Hair Dryer', 'Iron']",0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,21
6976,"['TV', 'Cable TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,18
7651065,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Breakfast', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron']",0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14
12386020,"['Cable TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets live on this property', 'Cat(s)', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Hangers', 'Iron']",0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,13
5706985,"['TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in']",1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,13
2843445,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Free Parking on Premises', 'Breakfast', 'Pets live on this property', 'Dog(s)', 'Indoor Fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,23
753446,"['Wireless Internet', 'Pets live on this property', 'Cat(s)', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Shampoo', 'Hangers', 'Hair Dryer']",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,10
849408,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,22
12023024,"['TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Safety Card', 'Essentials', 'Lock on Bedroom Door', 'Hair Dryer', 'translation missing: en.hosting_amenity_50']",0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,16
1668313,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Free Parking on Premises', 'Pets Allowed', 'Pets live on this property', 'Cat(s)', 'Heating', 'Washer', 'Dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,14
2684840,"['Cable TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets live on this property', 'Dog(s)', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,19
13547301,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,20
5434353,"['Internet', 'Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Pets Allowed', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo']",0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,14
225979,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Breakfast', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo']",0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,15
3420384,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Hot Tub', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher']",0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,16
13512930,"['TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,17
7482195,"['Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo']",0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,13
7252607,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Indoor Fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo']",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,14
2583074,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,14
13251243,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,18
225834,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Breakfast', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,17
6400432,"['TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Shampoo']",0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,14
5498472,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials']",0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,16
894539,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets Allowed', 'Breakfast', 'Pets live on this property', 'Cat(s)', 'Other pet(s)', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,26
879929,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets live on this property', 'Cat(s)', 'Heating', 'Washer', 'Dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12
9218312,"['Wireless Internet', 'Free Parking on Premises', 'Heating', 'Smoke Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Iron', 'Laptop Friendly Workspace']",1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,12
321328,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Breakfast', 'Heating', 'Family/Kid Friendly']",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1810172,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Free Parking on Premises', 'Pets Allowed', 'Pets live on this property', 'Cat(s)', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo']",0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,17
6513924,"['TV', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop Friendly Workspace']",0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,16
7093109,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron']",0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,16
7086825,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo']",0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,14
1861070,"['TV', 'Cable TV', 'Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Breakfast', 'Washer', 'Dryer']",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,8
4283698,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets Allowed', 'Pets live on this property', 'Dog(s)', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Hangers', 'Laptop Friendly Workspace']",0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,17
8548176,"['TV', 'Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,17
4922204,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Indoor Fireplace', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,20
4085362,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Free Parking on Premises', 'Breakfast', 'Pets live on this property', 'Dog(s)', 'Indoor Fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,23
3755609,"['Family/Kid Friendly', 'translation missing: en.hosting_amenity_49']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13768853,"['Wireless Internet', 'Air Conditioning', 'Kitchen', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Lock on Bedroom Door', 'Hangers', 'Laptop Friendly Workspace']",0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,12
1936861,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets live on this property', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo']",0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,14
4461111,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,14
1724900,"['TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Smoke Detector', 'First Aid Kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,16
13937181,"['Wireless Internet', 'Kitchen', 'Breakfast', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,14
3968797,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets live on this property', 'Cat(s)', 'Other pet(s)', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,20
1494726,"['Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Free Parking on Premises', 'Pets live on this property', 'Cat(s)', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,19
8473851,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Pets live on this property', 'Dog(s)', 'Cat(s)', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,21
3575220,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,14
1591827,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets live on this property', 'Dog(s)', 'Cat(s)', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo']",0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,18
3229255,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,20
1721016,"['TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'First Aid Kit', 'Essentials']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,11
12927298,"['TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets Allowed', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', '24-Hour Check-in', 'Hangers']",1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,16
169938,"['TV', 'Cable TV', 'Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Washer / Dryer', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer']",0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,11
594693,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets live on this property', 'Dog(s)', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher']",0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,15
2384581,"['TV', 'Cable TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,16
735970,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Breakfast', 'Indoor Fireplace', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer']",0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,11
4262255,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Breakfast', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron']",0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,20
4000384,"['Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets Allowed', 'Pets live on this property', 'Dog(s)', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,15
6693305,"['TV', 'Wireless Internet', 'Kitchen', 'Smoking Allowed', 'Breakfast', 'Pets live on this property', 'Cat(s)', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo']",0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,14
